,Unnamed: 0,sentence,language,set,gold_amr,parsed_amr,smatch
5192,5192,"В каком году была основана пивоварня, производящая Pilsner Urquell?",ru,test,"# ::snt В каком году была основана пивоварня, производящая Pilsner Urquell?
(b2 / be-temporally-at-91
      :ARG1 (f / found-01
            :ARG1 (b / brewery
                  :ARG0-of (p / produce-01
                        :ARG1 (p2 / product :name (n / name :op1 ""Pilsner"" :op2 ""Urquell"")))))
      :ARG2 (d / date-entity
            :year (a2 / amr-unknown)))","# ::snt В каком году была основана пивоварня, производящая Pilsner Urquell?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992488
(z0 / thing
    :wiki ""Pilsner_Urquell""
    :name (z1 / name
              :op1 ""Pilsner""
              :op2 ""Urquell"")
    :polarity (z2 / amr-unknown))",0.37
5193,5193,"Який рік заснування пивоварні, що виробляє Pilsner Urquell?",uk,test,"# ::snt Який рік заснування пивоварні, що виробляє Pilsner Urquell?
(b2 / be-temporally-at-91
      :ARG1 (f / found-01
            :ARG1 (b / brewery
                  :ARG0-of (p / produce-01
                        :ARG1 (p2 / product :name (n / name :op1 ""Pilsner"" :op2 ""Urquell"")))))
      :ARG2 (d / date-entity
            :year (a2 / amr-unknown)))","# ::snt Який рік заснування пивоварні, що виробляє Pilsner Urquell?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992512
(z0 / publication
    :wiki ""Pilsner_Urquell""
    :name (z1 / name
              :op1 ""Pilsner""
              :op2 ""Urquell"")
    :polarity (z2 / amr-unknown))",0.37
5194,5194,Kada buvo įkurta Pilsner Urquell alaus darykla?,lt,test,"# ::snt Kada buvo įkurta Pilsner Urquell alaus darykla?
(b2 / be-temporally-at-91
      :ARG1 (f / found-01
            :ARG1 (b / brewery
                  :ARG0-of (p / produce-01
                        :ARG1 (p2 / product :name (n / name :op1 ""Pilsner"" :op2 ""Urquell"")))))
      :ARG2 (d / date-entity
            :year (a2 / amr-unknown)))","# ::snt Kada buvo įkurta Pilsner Urquell alaus darykla?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992540
(z0 / amr-unintelligible
    :value ""Kada"")",0.1
5195,5195,"У якiм годзе быў заснаваны бровар, якi вырабляе Pilsner Urquell?",be,test,"# ::snt У якiм годзе быў заснаваны бровар, якi вырабляе Pilsner Urquell?
(b2 / be-temporally-at-91
      :ARG1 (f / found-01
            :ARG1 (b / brewery
                  :ARG0-of (p / produce-01
                        :ARG1 (p2 / product :name (n / name :op1 ""Pilsner"" :op2 ""Urquell"")))))
      :ARG2 (d / date-entity
            :year (a2 / amr-unknown)))","# ::snt У якiм годзе быў заснаваны бровар, якi вырабляе Pilsner Urquell?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992564
(z0 / publication
    :wiki ""Pilsner_Urquell""
    :name (z1 / name
              :op1 ""Pilsner""
              :op2 ""Urquell"")
    :polarity (z2 / amr-unknown))",0.37
5196,5196,When did the Boston Tea Party take place?,en,test,"# ::snt When did the Boston Tea Party take place?
(b2 / be-temporally-at-91
      :ARG1 (e / event :name (n / name :op1 ""Boston"" :op2 ""Tea"" :op3 ""Part""))
      :ARG2 (a / amr-unknown))","# ::snt When did the Boston Tea Party take place?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992594
(z0 / be-temporally-at-91
    :ARG1 (z1 / political-movement
              :wiki ""Tea_Party_movement""
              :name (z2 / name
                        :op1 ""Boston""
                        :op2 ""Tea""
                        :op3 ""Party""))
    :ARG2 (z3 / amr-unknown))",0.78
5197,5197,бостон сэй эсеуе кайсан башланган?,ba,test,"# ::snt бостон сэй эсеуе кайсан башланган?
(b2 / be-temporally-at-91
      :ARG1 (e / event :name (n / name :op1 ""Boston"" :op2 ""Tea"" :op3 ""Part""))
      :ARG2 (a / amr-unknown))","# ::snt бостон сэй эсеуе кайсан башланган?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992619
(z0 / кайсан
    :polarity (z1 / amr-unknown))",0.27
5198,5198,Wann war die Boston Tea Party?,de,test,"# ::snt Wann war die Boston Tea Party?
(b2 / be-temporally-at-91
      :ARG1 (e / event :name (n / name :op1 ""Boston"" :op2 ""Tea"" :op3 ""Part""))
      :ARG2 (a / amr-unknown))","# ::snt Wann war die Boston Tea Party?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992643
(z0 / want-01
    :ARG1 (z1 / die-01
              :ARG1 (z2 / political-movement
                        :wiki ""Tea_Party_movement""
                        :name (z3 / name
                                  :op1 ""Tea""
                                  :op2 ""Party"")
                        :location (z4 / city
                                      :wiki ""Boston""
                                      :name (z5 / name
                                                :op1 ""Boston""))))
    :polarity (z6 / amr-unknown))",0.33
5199,5199,Когда началось Бостонское чаепитие?,ru,test,"# ::snt Когда началось Бостонское чаепитие?
(b2 / be-temporally-at-91
      :ARG1 (e / event :name (n / name :op1 ""Boston"" :op2 ""Tea"" :op3 ""Part""))
      :ARG2 (a / amr-unknown))","# ::snt Когда началось Бостонское чаепитие?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992668
(z0 / amr-unintelligible
    :value ""Когда"")",0.14
5200,5200,Когда произошло Бостонское чаепитие?,ru,test,"# ::snt Когда произошло Бостонское чаепитие?
(b2 / be-temporally-at-91
      :ARG1 (e / event :name (n / name :op1 ""Boston"" :op2 ""Tea"" :op3 ""Part""))
      :ARG2 (a / amr-unknown))","# ::snt Когда произошло Бостонское чаепитие?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992692
(z0 / amr-unintelligible
    :value ""Когда"")",0.14
5201,5201,Коли відбулося Бостонське чаювання?,uk,test,"# ::snt Коли відбулося Бостонське чаювання?
(b2 / be-temporally-at-91
      :ARG1 (e / event :name (n / name :op1 ""Boston"" :op2 ""Tea"" :op3 ""Part""))
      :ARG2 (a / amr-unknown))","# ::snt Коли відбулося Бостонське чаювання?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992714
(z0 / amr-unintelligible
    :value ""Коли"")",0.14
5202,5202,Kada prasidėjo Bostono arbatos vakarėlis?,lt,test,"# ::snt Kada prasidėjo Bostono arbatos vakarėlis?
(b2 / be-temporally-at-91
      :ARG1 (e / event :name (n / name :op1 ""Boston"" :op2 ""Tea"" :op3 ""Part""))
      :ARG2 (a / amr-unknown))","# ::snt Kada prasidėjo Bostono arbatos vakarėlis?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992738
(z0 / amr-unintelligible
    :value ""Kada"")",0.14
5203,5203,Калi адбылося Бостанскае чаяванне?,be,test,"# ::snt Калi адбылося Бостанскае чаяванне?
(b2 / be-temporally-at-91
      :ARG1 (e / event :name (n / name :op1 ""Boston"" :op2 ""Tea"" :op3 ""Part""))
      :ARG2 (a / amr-unknown))","# ::snt Калi адбылося Бостанскае чаяванне?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992761
(z0 / amr-unintelligible
    :value ""Калi"")",0.14
5204,5204,Which animals are critically endangered?,en,test,"# ::snt Which animals are critically endangered?
(e / endanger-01
      :ARG1 (a / animal
            :mod (a2 / amr-unknown))
      :ARG1-of (c / critical-03))","# ::snt Which animals are critically endangered?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992787
(z0 / endanger-01
    :ARG1 (z1 / amr-unknown
              :mod (z2 / animal))
    :ARG1-of (z3 / critical-03))",0.75
5205,5205,Кайсы хайуандар югалыу кырында?,ba,test,"# ::snt Кайсы хайуандар югалыу кырында?
(e / endanger-01
      :ARG1 (a / animal
            :mod (a2 / amr-unknown))
      :ARG1-of (c / critical-03))","# ::snt Кайсы хайуандар югалыу кырында?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992811
(z0 / amr-unintelligible
    :value ""хайуандар"")",0.18
5206,5206,Welche Tiere sind stark gefährdet?,de,test,"# ::snt Welche Tiere sind stark gefährdet?
(e / endanger-01
      :ARG1 (a / animal
            :mod (a2 / amr-unknown))
      :ARG1-of (c / critical-03))","# ::snt Welche Tiere sind stark gefährdet?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992834
(z0 / gefährdet
    :mod (z1 / stark)
    :domain (z2 / person
                :wiki ""Jean-Louis_Tiere""
                :name (z3 / name
                          :op1 ""Welche""
                          :op2 ""Tiere""))
    :polarity (z4 / amr-unknown))",0.19
5207,5207,Какие виды животных на грани исчезновения?,ru,test,"# ::snt Какие виды животных на грани исчезновения?
(e / endanger-01
      :ARG1 (a / animal
            :mod (a2 / amr-unknown))
      :ARG1-of (c / critical-03))","# ::snt Какие виды животных на грани исчезновения?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992857
(z0 / какие)",0.2
5208,5208,Какие животные находятся под угрозой исчезновения?,ru,test,"# ::snt Какие животные находятся под угрозой исчезновения?
(e / endanger-01
      :ARG1 (a / animal
            :mod (a2 / amr-unknown))
      :ARG1-of (c / critical-03))","# ::snt Какие животные находятся под угрозой исчезновения?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992884
(z0 / amr-unintelligible
    :value ""�ивотные"")",0.18
5209,5209,Які тварини знаходяться під загрозою винищення?,uk,test,"# ::snt Які тварини знаходяться під загрозою винищення?
(e / endanger-01
      :ARG1 (a / animal
            :mod (a2 / amr-unknown))
      :ARG1-of (c / critical-03))","# ::snt Які тварини знаходяться під загрозою винищення?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992907
(z0 / amr-unintelligible
    :value ""тварини"")",0.18
5210,5210,Kokių rūšių gyvūnai yra ant išnykimo ribos?,lt,test,"# ::snt Kokių rūšių gyvūnai yra ant išnykimo ribos?
(e / endanger-01
      :ARG1 (a / animal
            :mod (a2 / amr-unknown))
      :ARG1-of (c / critical-03))","# ::snt Kokių rūšių gyvūnai yra ant išnykimo ribos?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992930
(z0 / ribos
    :mod (z1 / ethnic-group
             :wiki ""Išnykim""
             :name (z2 / name
                       :op1 ""Išnykimo""))
    :polarity (z3 / amr-unknown)
    :domain (z4 / kokių))",0.2
5211,5211,Якiя жывёлы знаходзяцца пад пагрозай знiкнення?,be,test,"# ::snt Якiя жывёлы знаходзяцца пад пагрозай знiкнення?
(e / endanger-01
      :ARG1 (a / animal
            :mod (a2 / amr-unknown))
      :ARG1-of (c / critical-03))","# ::snt Якiя жывёлы знаходзяцца пад пагрозай знiкнення?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992954
(z0 / знiкнення
    :polarity (z1 / amr-unknown))",0.33
5212,5212,Which politicians were married to a German?,en,test,"# ::snt Which politicians were married to a German?
(m / marry-01
      :ARG1 (p / politician
            :mod (a / amr-unknown))
      :ARG2 (p2 / person
            :mod (c / country :name (n / name :op1 ""Germany""))))","# ::snt Which politicians were married to a German?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.992977
(z0 / marry-01
    :ARG1 (z1 / amr-unknown
              :mod (z2 / politician))
    :ARG2 (z3 / person
              :mod (z4 / country
                       :wiki ""Germany""
                       :name (z5 / name
                                 :op1 ""Germany""))))",0.81
5213,5213,кайсы сэясэтселэрсен катындары герман ягыннан?,ba,test,"# ::snt кайсы сэясэтселэрсен катындары герман ягыннан?
(m / marry-01
      :ARG1 (p / politician
            :mod (a / amr-unknown))
      :ARG2 (p2 / person
            :mod (c / country :name (n / name :op1 ""Germany""))))","# ::snt кайсы сэясэтселэрсен катындары герман ягыннан?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.993000
(z0 / string-entity
    :value ""сэясэтселэрсен""
    :polarity (z1 / amr-unknown))",0.22
5214,5214,Welche Politiker waren mit einem Deutschen verheiratet?,de,test,"# ::snt Welche Politiker waren mit einem Deutschen verheiratet?
(m / marry-01
      :ARG1 (p / politician
            :mod (a / amr-unknown))
      :ARG2 (p2 / person
            :mod (c / country :name (n / name :op1 ""Germany""))))","# ::snt Welche Politiker waren mit einem Deutschen verheiratet?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.993026
(z0 / have-03
    :ARG0 (z1 / politician)
    :ARG1 (z2 / amr-unintelligible
              :value ""Deutschen""))",0.2
