,sentence,language,set,gold_amr,parsed_amr,smatch
5377,Which beer brewing companies are located in North-Rhine Westphalia?,en,test,"# ::snt Which beer brewing companies are located in North-Rhine Westphalia?
(l / locate-01
      :ARG1 (c / company
            :ARG0-of (b / brew-01
                  :ARG1 (b2 / beer))
            :mod (a / amr-unknown))
      :location (s / state :name (n / name :op1 ""North-Rhine"" :op2 ""Westphalia"")))","# ::snt Which beer brewing companies are located in North-Rhine Westphalia?
(l / locate-01
      :ARG1 (c / company
            :ARG0-of (b / brew-01
                  :ARG1 (b2 / beer))
            :mod (a / amr-unknown))
      :location (s / state :name (n / name :op1 ""North-Rhine"" :op2 ""Westphalia"")))",0.91
5378,Ниндәй һыра компанияһы штатында урынлашҡан Төньяҡ Рейн-Вестфалия?,ba,test,"# ::snt Ниндәй һыра компанияһы штатында урынлашҡан Төньяҡ Рейн-Вестфалия?
(l / locate-01
      :ARG1 (c / company
            :ARG0-of (b / brew-01
                  :ARG1 (b2 / beer))
            :mod (a / amr-unknown))
      :location (s / state :name (n / name :op1 ""North-Rhine"" :op2 ""Westphalia"")))","# ::snt Welche Brauereien gibt es in Nordrhein Westphalen?
(l / locate-01
      :ARG1 (c / company
            :ARG0-of (b / brew-01
                  :ARG1 (b2 / beer))
            :mod (a / amr-unknown))
      :location (s / state :name (n / name :op1 ""North-Rhine"" :op2 ""Westphalia"")))",0.2
5379,Welche Brauereien gibt es in Nordrhein Westphalen?,de,test,"# ::snt Welche Brauereien gibt es in Nordrhein Westphalen?
(l / locate-01
      :ARG1 (c / company
            :ARG0-of (b / brew-01
                  :ARG1 (b2 / beer))
            :mod (a / amr-unknown))
      :location (s / state :name (n / name :op1 ""North-Rhine"" :op2 ""Westphalia"")))","# ::snt Kurios alaus daryklos yra Šiaurės Reine-Vestfalijoje?
(l / locate-01
      :ARG1 (c / company
            :ARG0-of (b / brew-01
                  :ARG1 (b2 / beer))
            :mod (a / amr-unknown))
      :location (s / state :name (n / name :op1 ""North-Rhine"" :op2 ""Westphalia"")))",0.35
5380,Какие пивоваренные компании расположены в штате Северный Рейн-Вестфалия?,ru,test,"# ::snt Какие пивоваренные компании расположены в штате Северный Рейн-Вестфалия?
(l / locate-01
      :ARG1 (c / company
            :ARG0-of (b / brew-01
                  :ARG1 (b2 / beer))
            :mod (a / amr-unknown))
      :location (s / state :name (n / name :op1 ""North-Rhine"" :op2 ""Westphalia"")))","# ::snt Какие пивоваренные компании расположены в штате Северный Рейн-Вестфалия?
(l / locate-01
      :ARG1 (c / company
            :ARG0-of (b / brew-01
                  :ARG1 (b2 / beer))
            :mod (a / amr-unknown))
      :location (s / state :name (n / name :op1 ""North-Rhine"" :op2 ""Westphalia"")))",0.18
5381,Какие пивоваренные компании находятся в Северном Рейне-Вестфалии?,ru,test,"# ::snt Какие пивоваренные компании находятся в Северном Рейне-Вестфалии?
(l / locate-01
      :ARG1 (c / company
            :ARG0-of (b / brew-01
                  :ARG1 (b2 / beer))
            :mod (a / amr-unknown))
      :location (s / state :name (n / name :op1 ""North-Rhine"" :op2 ""Westphalia"")))","# ::snt Какие пивоваренные компании находятся в Северном Рейне-Вестфалии?
(l / locate-01
      :ARG1 (c / company
            :ARG0-of (b / brew-01
                  :ARG1 (b2 / beer))
            :mod (a / amr-unknown))
      :location (s / state :name (n / name :op1 ""North-Rhine"" :op2 ""Westphalia"")))",0.25
5382,Які компанії з виробництва пива розташовані у Північному Рейн-Вестфалії?,uk,test,"# ::snt Які компанії з виробництва пива розташовані у Північному Рейн-Вестфалії?
(l / locate-01
      :ARG1 (c / company
            :ARG0-of (b / brew-01
                  :ARG1 (b2 / beer))
            :mod (a / amr-unknown))
      :location (s / state :name (n / name :op1 ""North-Rhine"" :op2 ""Westphalia"")))","# ::snt Які компанії з виробництва пива розташовані у Північному Рейн-Вестфалії?
(l / locate-01
      :ARG1 (c / company
            :ARG0-of (b / brew-01
                  :ARG1 (b2 / beer))
            :mod (a / amr-unknown))
      :location (s / state :name (n / name :op1 ""North-Rhine"" :op2 ""Westphalia"")))",0.1
5383,Kurios alaus daryklos yra Šiaurės Reine-Vestfalijoje?,lt,test,"# ::snt Kurios alaus daryklos yra Šiaurės Reine-Vestfalijoje?
(l / locate-01
      :ARG1 (c / company
            :ARG0-of (b / brew-01
                  :ARG1 (b2 / beer))
            :mod (a / amr-unknown))
      :location (s / state :name (n / name :op1 ""North-Rhine"" :op2 ""Westphalia"")))","# ::snt Якія піваварныя кампаніі размешчаны ў штаце Паўночны Рэйн-Вестфалія?
(l / locate-01
      :ARG1 (c / company
            :ARG0-of (b / brew-01
                  :ARG1 (b2 / beer))
            :mod (a / amr-unknown))
      :location (s / state :name (n / name :op1 ""North-Rhine"" :op2 ""Westphalia"")))",0.31
5384,Якія піваварныя кампаніі размешчаны ў штаце Паўночны Рэйн-Вестфалія?,be,test,"# ::snt Якія піваварныя кампаніі размешчаны ў штаце Паўночны Рэйн-Вестфалія?
(l / locate-01
      :ARG1 (c / company
            :ARG0-of (b / brew-01
                  :ARG1 (b2 / beer))
            :mod (a / amr-unknown))
      :location (s / state :name (n / name :op1 ""North-Rhine"" :op2 ""Westphalia"")))","# ::snt Ниндәй һыра компанияһы штатында урынлашҡан Төньяҡ Рейн-Вестфалия?
(l / locate-01
      :ARG1 (c / company
            :ARG0-of (b / brew-01
                  :ARG1 (b2 / beer))
            :mod (a / amr-unknown))
      :location (s / state :name (n / name :op1 ""North-Rhine"" :op2 ""Westphalia"")))",0.24
5385,When did princess Diana die?,en,test,"# ::snt When did princess Diana die?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Diana"")
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p2 / princess)))
      :time (a / amr-unknown))","# ::snt When did princess Diana die?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Diana"")
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p2 / princess)))
      :time (a / amr-unknown))",0.7
5386,Принцесса Диана ҡасан вафат булды?,ba,test,"# ::snt Принцесса Диана ҡасан вафат булды?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Diana"")
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p2 / princess)))
      :time (a / amr-unknown))","# ::snt Wann ist Prinzessin Diana gestorben?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Diana"")
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p2 / princess)))
      :time (a / amr-unknown))",0.24
5387,Wann ist Prinzessin Diana gestorben?,de,test,"# ::snt Wann ist Prinzessin Diana gestorben?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Diana"")
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p2 / princess)))
      :time (a / amr-unknown))","# ::snt Kada mirė princesė Diana?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Diana"")
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p2 / princess)))
      :time (a / amr-unknown))",0.4
5388,Когда умерла принцесса Диана?,ru,test,"# ::snt Когда умерла принцесса Диана?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Diana"")
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p2 / princess)))
      :time (a / amr-unknown))","# ::snt Когда умерла принцесса Диана?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Diana"")
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p2 / princess)))
      :time (a / amr-unknown))",0.22
5389,Коли померла принцеса Діана?,uk,test,"# ::snt Коли померла принцеса Діана?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Diana"")
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p2 / princess)))
      :time (a / amr-unknown))","# ::snt Коли померла принцеса Діана?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Diana"")
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p2 / princess)))
      :time (a / amr-unknown))",0.22
5390,Kada mirė princesė Diana?,lt,test,"# ::snt Kada mirė princesė Diana?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Diana"")
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p2 / princess)))
      :time (a / amr-unknown))","# ::snt Калі памерла прынцэса Дыяна?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Diana"")
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p2 / princess)))
      :time (a / amr-unknown))",0.42
5391,Калі памерла прынцэса Дыяна?,be,test,"# ::snt Калі памерла прынцэса Дыяна?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Diana"")
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p2 / princess)))
      :time (a / amr-unknown))","# ::snt Принцесса Диана ҡасан вафат булды?
(d / die-01
      :ARG1 (p / person :name (n / name :op1 ""Diana"")
            :ARG0-of (h / have-org-role-91
                  :ARG2 (p2 / princess)))
      :time (a / amr-unknown))",0.11
5392,Who founded Intel?,en,test,"# ::snt Who founded Intel?
(f / found-01
      :ARG0 (a / amr-unknown)
      :ARG1 (c / company :name (n / name :op1 ""Intel"")))","# ::snt Who founded Intel?
(f / found-01
      :ARG0 (a / amr-unknown)
      :ARG1 (c / company :name (n / name :op1 ""Intel"")))",0.95
5393,Intel кем нигеҙ һалған?,ba,test,"# ::snt Intel кем нигеҙ һалған?
(f / found-01
      :ARG0 (a / amr-unknown)
      :ARG1 (c / company :name (n / name :op1 ""Intel"")))","# ::snt Wer hat Intel gegründet?
(f / found-01
      :ARG0 (a / amr-unknown)
      :ARG1 (c / company :name (n / name :op1 ""Intel"")))",0.59
5394,Wer hat Intel gegründet?,de,test,"# ::snt Wer hat Intel gegründet?
(f / found-01
      :ARG0 (a / amr-unknown)
      :ARG1 (c / company :name (n / name :op1 ""Intel"")))","# ::snt Kas įkūrė Intel?
(f / found-01
      :ARG0 (a / amr-unknown)
      :ARG1 (c / company :name (n / name :op1 ""Intel"")))",0.63
5395,Кто основал Intel?,ru,test,"# ::snt Кто основал Intel?
(f / found-01
      :ARG0 (a / amr-unknown)
      :ARG1 (c / company :name (n / name :op1 ""Intel"")))","# ::snt Кто основал Intel?
(f / found-01
      :ARG0 (a / amr-unknown)
      :ARG1 (c / company :name (n / name :op1 ""Intel"")))",0.14
5396,Кто был основателем Интел?,ru,test,"# ::snt Кто был основателем Интел?
(f / found-01
      :ARG0 (a / amr-unknown)
      :ARG1 (c / company :name (n / name :op1 ""Intel"")))","# ::snt Кто был основателем Интел?
(f / found-01
      :ARG0 (a / amr-unknown)
      :ARG1 (c / company :name (n / name :op1 ""Intel"")))",0.17
5397,Хто засновав Intel?,uk,test,"# ::snt Хто засновав Intel?
(f / found-01
      :ARG0 (a / amr-unknown)
      :ARG1 (c / company :name (n / name :op1 ""Intel"")))","# ::snt Хто засновав Intel?
(f / found-01
      :ARG0 (a / amr-unknown)
      :ARG1 (c / company :name (n / name :op1 ""Intel"")))",0.44
5398,Kas įkūrė Intel?,lt,test,"# ::snt Kas įkūrė Intel?
(f / found-01
      :ARG0 (a / amr-unknown)
      :ARG1 (c / company :name (n / name :op1 ""Intel"")))","# ::snt Хто заснаваў Intel?
(f / found-01
      :ARG0 (a / amr-unknown)
      :ARG1 (c / company :name (n / name :op1 ""Intel"")))",0.14
5399,Хто заснаваў Intel?,be,test,"# ::snt Хто заснаваў Intel?
(f / found-01
      :ARG0 (a / amr-unknown)
      :ARG1 (c / company :name (n / name :op1 ""Intel"")))","# ::snt Intel кем нигеҙ һалған?
(f / found-01
      :ARG0 (a / amr-unknown)
      :ARG1 (c / company :name (n / name :op1 ""Intel"")))",0.59
5400,Who is the youngest player in the Premier League?,en,test,"# ::snt Who is the youngest player in the Premier League?
(h2 / have-degree-91
      :ARG0 (a2 / amr-unknown)
      :ARG2 (y / young)
      :ARG3 (m / most)
      :ARG5 (p4 / person
            :ARG0-of (h / have-org-role-91
                  :ARG1 (l / league :name (n / name :op1 ""Premier"" :op2 ""League""))
                  :ARG2 (p2 / person
                        :ARG0-of (p3 / play-01)))))","# ::snt Who is the youngest player in the Premier League?
(h2 / have-degree-91
      :ARG0 (a2 / amr-unknown)
      :ARG2 (y / young)
      :ARG3 (m / most)
      :ARG5 (p4 / person
            :ARG0-of (h / have-org-role-91
                  :ARG1 (l / league :name (n / name :op1 ""Premier"" :op2 ""League""))
                  :ARG2 (p2 / person
                        :ARG0-of (p3 / play-01)))))",0.73
5401,Премьер лига иң йәш уйынсы кем булыр?,ba,test,"# ::snt Премьер лига иң йәш уйынсы кем булыр?
(h2 / have-degree-91
      :ARG0 (a2 / amr-unknown)
      :ARG2 (y / young)
      :ARG3 (m / most)
      :ARG5 (p4 / person
            :ARG0-of (h / have-org-role-91
                  :ARG1 (l / league :name (n / name :op1 ""Premier"" :op2 ""League""))
                  :ARG2 (p2 / person
                        :ARG0-of (p3 / play-01)))))","# ::snt Wer ist der jüngste Spieler in der Permier League?
(h2 / have-degree-91
      :ARG0 (a2 / amr-unknown)
      :ARG2 (y / young)
      :ARG3 (m / most)
      :ARG5 (p4 / person
            :ARG0-of (h / have-org-role-91
                  :ARG1 (l / league :name (n / name :op1 ""Premier"" :op2 ""League""))
                  :ARG2 (p2 / person
                        :ARG0-of (p3 / play-01)))))",0.14
5402,Wer ist der jüngste Spieler in der Permier League?,de,test,"# ::snt Wer ist der jüngste Spieler in der Permier League?
(h2 / have-degree-91
      :ARG0 (a2 / amr-unknown)
      :ARG2 (y / young)
      :ARG3 (m / most)
      :ARG5 (p4 / person
            :ARG0-of (h / have-org-role-91
                  :ARG1 (l / league :name (n / name :op1 ""Premier"" :op2 ""League""))
                  :ARG2 (p2 / person
                        :ARG0-of (p3 / play-01)))))","# ::snt Kas yra jauniausias „Premier“ lygos žaidėjas?
(h2 / have-degree-91
      :ARG0 (a2 / amr-unknown)
      :ARG2 (y / young)
      :ARG3 (m / most)
      :ARG5 (p4 / person
            :ARG0-of (h / have-org-role-91
                  :ARG1 (l / league :name (n / name :op1 ""Premier"" :op2 ""League""))
                  :ARG2 (p2 / person
                        :ARG0-of (p3 / play-01)))))",0.67
